ticket_id,type,organization,comment,photo,photo_after,coords,address,subdistrict,district,province,timestamp,state,star,count_reopen,last_activity
KW22KE,{ถนน},"โครงการตามแนวรถไฟฟ้าสายสีน้ำเงิน,การประปานครหลวง กปน. (Metropolitan Waterworks Authority - MWA),บริษัท โทรคมนาคมแห่งชาติ จำกัด (มหาชน),การไฟฟ้านครหลวง เขตธนบุรี,เขตบางกอกน้อย,สำนักงานประปาสาขาบางกอกน้อย สสบ.,การไฟฟ้านครหลวง ฝ่ายบริหารโครงการ,การไฟฟ้านครหลวง MEA,สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200)","ปัญหา: ถนน เนื่องจาก พบเห็นถนนภายในซอยชำรุด 2 จุด ถนนยุุบตัวลงเป็นหลุมกว้างขนาด 20-30 เซนติเมตร ทำให้ประชาชนสัญจรไม่สะดวก และอีกจุด ปากทางเข้าก็มีหลุมยุบตัวกว้าง 20-30 เซติเมตร ลึกพอๆกัน รถใหญ่พอผ่านได้แต่รถเล็กต้องเบรคชะลอ
ซอย: จรัญสนิทวงศ์ 47
จุดสังเกต: บริเวณซอยดังกล่าว
จุดที่ 1. เข้าซอยไปประมาณ 30 เมตร ทางขวามือ 
จุดที่ 2.บริเวณปากซอย ซึ่งทะลุไปยัง ซอยบรมราชชนนี 1 

เขต: บางกอกน้อย
#1555",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-08/1692252680385.jpeg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-05/752b1c37b3ecd85beb863133b96dad33.jpg,"100.48045,13.77357",11 ถ. บรมราชชนนี แขวงอรุณอมรินทร์ เขตบางกอกน้อย กรุงเทพมหานคร 10700 ประเทศไทย,อรุณอมรินทร์,บางกอกน้อย,จังหวัดกรุงเทพมหานคร,2023-08-17 06:11:22.033686+00,เสร็จสิ้น,,0,2024-05-13 08:55:07.415335+00
2023-H3KU76,{ร้องเรียน},"เขตคันนายาว,ฝ่ายโยธา เขตคันนายาว",รับเหมาทิ้งงานชาวบ้านเดือดร้อนรถเช้าบ้านไม่ได้มา7เดือนแล้วช่วยเร่งรัดให้ด้วยไม่เข้าหน้างานมา1อาทิตย์ละ,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/6855d3d73e0d5df210179023a287169b8d6e4454.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1699261838628.jpeg,"100.69003,13.80525",8 ซอย สวนสยาม 22 คันนายาว เขตคันนายาว กรุงเทพมหานคร 10230 ประเทศไทย,คันนายาว,คันนายาว,กรุงเทพมหานคร,2023-11-03 12:27:00.807265+00,เสร็จสิ้น,4.0,0,2023-11-06 09:10:40.369461+00
2023-4Y2MYW,{ความสะอาด},"พรรคประชาชน ยานนาวา-บางคอแหลม,เขตบางคอแหลม,ฝ่ายรักษาความสะอาดฯ เขตบางคอแหลม",ปัญหาถังขยะแตกชำรุด 1 ใบ,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/ceabd68e11d1122661018ef3bccbe085e37b734d.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-12/1701489814338.jpeg,"100.50179,13.69972",25/10 ถ. เจริญกรุง แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,บางคอแหลม,บางคอแหลม,กรุงเทพมหานคร,2023-11-28 07:55:57.117453+00,เสร็จสิ้น,,0,2023-12-02 04:03:35.637871+00
2024-NUVCCL,{},"เขตปทุมวัน,ฝ่ายเทศกิจ เขตปทุมวัน",วางกันยาวเลยคับเห็นโดยตักเตือนแล้วยังมาขายยุเลยคับควรจะทำยังไงต่อคับช่วยจัดการหน่อย,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-02/1f8ec76a1b1105e67b52a67eb23c2ab1a781048e.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-02/1707837078023.jpeg,"100.54684,13.73835",89/12 ถ. วิทยุ แขวง ลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,ลุมพินี,ปทุมวัน,กรุงเทพมหานคร,2024-02-01 04:34:08.187658+00,เสร็จสิ้น,,0,2024-02-13 15:11:19.230781+00
,{จราจร},"แขวงทางหลวงธนบุรี กรมทางหลวง,เขตจอมทอง,การทางพิเศษแห่งประเทศไทย,กรุงเทพโปร่งใส",,https://storage.googleapis.com/traffy_public_bucket/TeamChadChart/corruption_photo2.png,,"100.47354,13.68073",,บางมด,จอมทอง,กรุงเทพมหานคร,2022-08-27 15:46:04.3294+00,กำลังดำเนินการ,,0,2024-08-02 06:50:54.337844+00
2024-3CYNK9,"{ความสะอาด,กีดขวาง}","เขตวัฒนา,สน.ทองหล่อ,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 5 (บก.น.5)",พนักงานในโครงการMaze Thonglor จอดรถกีดขวางการจราจรในซอย และสร้างความสกปรก ทิ้งขยะไม่ถูกที่ถูกทาง,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-11/9ecf767a6d7c565cf1a945a8db2cb4d5908d7edc.jpg,,"100.58181,13.72798",122 ซอย ทองหล่อ 4 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,คลองตันเหนือ,วัฒนา,กรุงเทพมหานคร,2024-11-07 07:49:28.100024+00,กำลังดำเนินการ,,0,2024-11-13 07:13:01.335868+00
2023-9KT72X,{ถนน},"เขตพญาไท,ฝ่ายโยธา เขตพญาไท",ถนนในซอยบุญอยู่ และฝาท่อระบายน้ำตลอดทั้งซอยเป็นหลุมบ่อ ขรุขระ อาจก่อให้เกิดอันตรายได้,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-04/f7dc4b271af3ca0c4c278936cefa4fccffb5252a.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684812997693.jpeg,"100.54847,13.76881",169 ซ. บุญอยู่ แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ประเทศไทย,สามเสนใน,พญาไท,กรุงเทพมหานคร,2023-04-14 11:30:33.09936+00,เสร็จสิ้น,,0,2023-05-23 03:36:39.103361+00
BY6ARL,{ถนน},"เขตบางแค,ฝ่ายโยธา เขตบางแค","ปัญหา: พบมีการก่อสร้างทำให้มีฝุ่นละอองตกเข้ามาในบ้าน ต้องการให้เจ้าหน้าที่ตรวจสอบว่าการก่อสร้างถูกต้องหรือไม่และอยากให้มีการป้องกันฝุ่นละออง และเศษปูน เศษสี ที่ตกลงมา

ซอย: เพชรเกษม 88
ถนน: เพชรเกษม 
จุดสังเกต: บริเวณในซอยดังกล่าว เข้ามา 500 เมตร จะพบเซเว่น-อีเลฟเว่นแล้วเข้าซอยขวามือ ประมาณ 50 เมตร จะมีสี่แยกแรก เลี้ยวขวาสี่แยกแรก จะพบบ้านที่ก่อสร้าง

เขต: บางแค
#1555",https://storage.googleapis.com/traffy_public_bucket/attachment/2024-01/1704707477260.jpeg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-01/1705549776745.jpeg,"100.40257,13.71463",59 ซ. เพชรเกษม 88 แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,บางแคเหนือ,บางแค,จังหวัดกรุงเทพมหานคร,2024-01-08 09:51:31.470186+00,เสร็จสิ้น,,0,2024-01-18 03:49:37.638093+00
2023-4AB8VC,{แสงสว่าง},"โยธาธิการ,เขตบางพลัด,การไฟฟ้านครหลวง เขตบางใหญ่,การไฟฟ้านครหลวง MEA,Bangkok Smart Lighting (สำนักการโยธา กทม.)",เสาไฟฟ้าไม่ติด มาเป็นปีแล้วค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-09/9393cc6e0656734bda3e905305f9680e47e4f221.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-12/1cc73ba16c1fa0a986270b7011721b1a.png,"100.47732,13.79079",344 สิรินธร แขวง บางพลัด เขตบางพลัด กรุงเทพมหานคร 10700 ประเทศไทย,บางพลัด,บางพลัด,กรุงเทพมหานคร,2023-09-16 08:56:17.267261+00,เสร็จสิ้น,,0,2024-12-15 05:49:02.711042+00
2023-GZH46D,{แสงสว่าง},"เขตทวีวัฒนา,สำนักการโยธา กทม.,สำนักงานก่อสร้างและบูรณะ สำนักการโยธา (สกบ.สนย.) กทม.,ส่วนก่อสร้างและบูรณะ 1 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.),ศูนย์เครื่องมือกล ส่วนก่อสร้างและบูรณะ 2 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)",ทางโค้งมืดอะนตรายสีที่ทาไม่ชัดเจนรถเลี้ยวไม่เห็นขอเจ้าหน้าที่มาทาสีใหม่ให้ขัดขึ้น,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-10/43bf280977e4550d2658aa4bbca51c40594bcdd0.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-06/43db1399eac2b485180eb65b60fe88ea.jpg,"100.39431,13.79972",122 ถ. พุทธมณฑล สาย 2 แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170 ประเทศไทย,ศาลาธรรมสพน์,ทวีวัฒนา,กรุงเทพมหานคร,2023-10-28 15:24:11.3684+00,กำลังดำเนินการ,,1,2024-10-21 09:49:52.59129+00
2024-HQTC2N,{ต้นไม้},"เขตพญาไท,ฝ่ายรักษาความสะอาดฯ เขตพญาไท",ต้นไม้ใหญ่ตรงบริเวณสวนหย่อมค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-08/f32d4660edec1a47de0761e33b41d5b40c595690.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-09/2ce1249ce50233646af0151d6e5bb856.png,"100.54009,13.79533",4 Soi Ruam Mittr Yan Phaholyothin Road Phayathai Khet แขวง สามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ประเทศไทย,สามเสนใน,พญาไท,กรุงเทพมหานคร,2024-08-28 09:19:19.98495+00,เสร็จสิ้น,5.0,0,2024-09-02 05:32:54.148603+00
2022-BBU4GQ,{ทางเท้า},"เขตราชเทวี,ฝ่ายโยธา เขตราชเทวี,ผอ.เขตราชเทวี (นายกรณิศ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ที่เอกชน ปล่อยน้ำฝนลงพื้นทางเท้า ช่วยให้เค้าทำท่อเป็นระเบียบหน่อยครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/2aa0ba92f6fc0b160ab1059dc36344acab40a5d4.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e6303dcd3d7be3bb905e9809033c5b2606c705a5.jpg,"100.54208,13.75543",90/5 ถนนราชปรารภ แขวง ถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,ถนนพญาไท,ราชเทวี,กรุงเทพมหานคร,2022-09-25 09:11:50.96569+00,เสร็จสิ้น,5.0,0,2022-10-31 09:27:49.388747+00
E4ZWEU,"{กีดขวาง,ถนน}","เขตพระนคร,ฝ่ายเทศกิจ เขตพระนคร","ปัญหา: บริเวณตรอกดังกล่าว พบมีการวางสิ่งของจำนวนมาก เช่น เศษไม้ โต๊ะ เก้าอี้ ตู้ รถเข็น กล่องเสื้อผ้า บนทางบาทวิถีและถนนสาธารณะ กีดขวางทางเดิน สร้างความเดือนร้อนเป็นอย่างมาก

ซอย: เสถียร
ถนน: บูรณศาสตร์
จุดสังเกต: บริเวณหัวมุมตรอกดังกล่าว ตัดกับถนนบูรณศาสตร์
เขต: พระนคร
#1555",https://storage.googleapis.com/traffy_public_bucket/attachment/2024-07/d2213c004d334c0e972f190b944954f0.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-07/4125af9c5e1e8087ce5080d090d33efb.png,"100.49715,13.75590",3 ถนน บุญศิริ แขวงศาลเจ้าพ่อเสือ เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย,ศาลเจ้าพ่อเสือ,พระนคร,จังหวัดกรุงเทพมหานคร,2024-07-23 11:16:44.675405+00,เสร็จสิ้น,,0,2024-07-24 06:59:32.764015+00
2024-8UPZM6,"{ต้นไม้,ความปลอดภัย}","เขตลาดกระบัง,ฝ่ายรักษาความสะอาดฯ เขตลาดกระบัง",ผิวถนนเป็นหลุมบ่อและมีต้นไม้ข้างทางเป็นอันตรายต่อผู้สัญจรมาก,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-09/0805b4a95d423c5be42f5e77fd38b4dcf9e94623.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-09/d1b87ba1a5a5e02365f7b50d9fb83e87.png,"100.78540,13.72105",2508 ซอย ลาดกระบัง 54/4 แขวง ลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,ลาดกระบัง,ลาดกระบัง,กรุงเทพมหานคร,2024-09-20 04:06:13.474274+00,เสร็จสิ้น,5.0,0,2024-09-23 04:58:13.656586+00
,{},"เขตหลักสี่,ฝ่ายโยธา เขตหลักสี่,กรุงเทพโปร่งใส",,https://storage.googleapis.com/traffy_public_bucket/TeamChadChart/corruption_photo2.png,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-02/1707966738003.jpeg,"100.54808,13.85436",,ทุ่งสองห้อง,หลักสี่,กรุงเทพมหานคร,2023-11-15 06:41:00.82754+00,เสร็จสิ้น,,0,2024-08-02 09:16:23.177549+00
,"{ป้าย,สอบถาม}","เขตคลองสามวา,ฝ่ายโยธา เขตคลองสามวา,กรุงเทพโปร่งใส",,https://storage.googleapis.com/traffy_public_bucket/TeamChadChart/corruption_photo2.png,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-10/1696771056886.jpeg,"100.69489,13.85922",,บางชัน,คลองสามวา,กรุงเทพมหานคร,2023-10-01 09:32:39.881542+00,เสร็จสิ้น,4.0,0,2024-08-02 08:50:40.805914+00
2023-H3WN3H,{ท่อระบายน้ำ},"เขตบางกอกใหญ่,ฝ่ายโยธา เขตบางกอกใหญ่",ฝาท่อชำรุด,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-07/a3cd42ba4adb574120e45a26c0158580f33dbfb1.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-08/1693206539831.jpeg,"100.47684,13.73463",230/5 ซอย จรัญสนิทวงศ์ 12 แขวงวัดท่าพระ เขตบางกอกใหญ่ กรุงเทพมหานคร 10600 ประเทศไทย,วัดท่าพระ,บางกอกใหญ่,กรุงเทพมหานคร,2023-07-05 09:52:46.562127+00,เสร็จสิ้น,5.0,0,2023-08-28 07:09:00.941507+00
BN2UYD,"{การเดินทาง,ถนน,จราจร,ป้าย,สะพาน,ร้องเรียน,ความปลอดภัย,แสงสว่าง,คลอง}","เขตบึงกุ่ม,ฝ่ายโยธา เขตบึงกุ่ม,สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200)","ศูนย์เรื่องราวร้องทุกข์ ได้รับการประสานผ่านระบบการจัดการเรื่องราวร้องทุกข์ สำนักงานปลัดสำนักนายกรัฐมนตรี ทำเนียบรัฐบาล รหัสเรื่อง นร02660020317 

ขอให้ซ่อมแซมไฟฟ้าส่องสว่างริมทาง บริเวณ ภายในซอยนวมินทร์ 24 (ตั้งแต่ต้นซอยไปจนถึงท้ายซอย) ถนนนวมินทร์ แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร เนื่องจากผู้ร้องสัญจรผ่านบริเวณดังกล่าว พบว่าไฟฟ้าส่องสว่างริมทาง จำนวน 20 ดวง (เสาไฟฟ้า 20 ต้น) ในระยะทางยาวประมาณ 1 กิโลเมตร มีลักษณะชำรุด ไม่สามารถเปิดใช้งานได้ ทำให้มีแสงสว่างไม่เพียง เมื่อไฟฟ้าส่องสว่างริมทางชำรุด ส่งผลทำให้การเดินทางสัญจรผ่านนั้นไม่สะดวก และเกรงว่าจะก่อให้เกิดอันตรายแก่ชีวิต-ทรัพย์สินได้ ประสบปัญหามาเป็นระยะเวลาประมาณ 1 เดือนแล้ว จึงประสงค์ให้ทางหน่วยงานที่เกี่ยวข้องเร่งการดำเนินการซ่อมแซมไฟฟ้าส่องสว่างริมทางบริเวณพื้นที่ดังกล่าว ประกอบกับประสงค์ให้ดำเนินการตีเส้นแบ่งจราจร และปรับฝาท่อระบายน้ำให้เรียบสม่ำเสมอกัน เพื่ออำนวยความสะดวกในการสัญจรแก่ประชาชนต่อไป (ผู้ร้องประสงค์ให้ปกปิดชื่อ-นามสกุล และหมายเลขโทรศัพท์) (แจ้งข้อมูลเพิ่มเติม 17/05/2566 ) ผู้ร้องแจ้งข้อมูลเพิ่มเติมเกี่ยวกับบริเวณดังกล่าวมีสายไฟฟ้าตกห้อยและพันกันไม่เป็นระเบียบทั้งบริเวณที่ให้ซ่อมแซมไฟฟ้าส่องสว่างริมทาง และที่ได้แจ้งให้มีการตีเส้นแบ่งจราจราจรต้องการให้มีการระบุลูกศรในการบอกเส้นทางลงไปด้วยและพบว่าป้ายที่แสดงในการแจ้งแยกต่างๆ ที่อยู่ก่อนถึงสะพาน(ไม่ระบุชื่อ) ในพื้นที่จะไม่ตรง โดยมีลักษณะเบี้ยวด้วย

//หมายเหตุ ปักหมุดที่สำนักงานเขตเพราะไม่สามารถปักละติจูด ลองติจูด ที่ชัดเจนได้ กรุณาอ่านรายละเอียดสถานที่จากรายละเอียดการแจ้งเป็นหลัก
ศูนย์ฯ ประสานมาเพื่อตรวจสอบและดำเนินการ และโปรดพิจารณาให้ความคุ้มครองผู้ร้องและผู้เกี่ยวข้องอย่าให้ต้องรับภัย หรือความไม่ชอบธรรมอันเนื่องมาจากการร้องเรียน การเป็นพยาน หรือการให้ข้อมูลนั้น  #ศรท  #ศรท1111
#1555 #citydata",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684376805968.jpeg,,"100.66962,13.78535",สำนักงานเขตบึงกุ่ม กรุงเทพมหานคร ถนน เสรีไทย แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร : 999 ถ. เสรีไทย แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,คลองกุ่ม,บึงกุ่ม,จังหวัดกรุงเทพมหานคร,2023-05-18 02:26:47.050489+00,รอรับเรื่อง,,0,2023-06-19 07:06:35.61316+00
2023-39AKX9,{คนจรจัด},"เขตบางรัก,ฝ่ายเทศกิจ เขตบางรัก",ขอทานต่อหน้าผู้ว่าฯ,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-03/3d45737c4a2116638e5787e704309ca8bc984450.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-04/1680513178842.jpeg,"100.53469,13.72868",34 ชั้น 1 แขวง สีลม เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,สีลม,บางรัก,กรุงเทพมหานคร,2023-03-27 10:49:15.961537+00,เสร็จสิ้น,5.0,0,2023-04-03 09:13:02.49773+00
4R8UZ6,{},"เขตคลองสาน,สน.สมเด็จเจ้าพระยา","ปัญหา: บริเวณปากซอยดังกล่าวช่องทางการจราจรเลน 2 พบมีรถจอดกีดขวางเส้นทางการสัญจรเป็นประจำทุกวัน ส่งผลกระทบต่อการสัญจรเป็นอย่างมาก
ซอย: ลาดหญ้า 3
ถนน: ลาดหญ้า
จุดสังเกต: บริเวณไกล้จุดกับรถและร้านอาหารทางเข้าวงเวียน
เขต: คลองสาน
#1555",https://storage.googleapis.com/traffy_public_bucket/attachment/2024-12/1afceaa3829d60209292f2f1e94791a5.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-12/2f152a98361fa6c6626aae46c4fb1131.png,"100.49631,13.72714",เลขที่ 59 ถ. ลาดหญ้า แขวงคลองสาน เขตคลองสาน กรุงเทพมหานคร 10600 ประเทศไทย,สมเด็จเจ้าพระยา,คลองสาน,จังหวัดกรุงเทพมหานคร,2024-12-05 13:19:20.744428+00,เสร็จสิ้น,,0,2024-12-07 01:31:44.200131+00
2022-EELQ9L,{เสียงรบกวน},"เขตบางขุนเทียน,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)","1.แจ้งเรื่อง ""ตลาดบางกระดี่ เฮียชุ้น"" จัดคอนเสิร์ตผิดกฏหมาย สร้างเสียงดังรบกวนยามวิกาล คอนเสิร์ตจัด10วันต่อเนื่อง ตั้งแต่วันที่25 มิ.ย. - 4 ก.ค 65 ในเวลาตั้งแต่ประมาณ1ทุ่มครึ่งขึ้นไป เสียงจะดังเต็มที่ช่วงสองทุ่มกว่า จากประวัติเดิมที่จัดคอนเสิร์ตจะเลิกงานตอนประมาณเที่ยงคืน ระดับเสียงที่ดัง ดังจนบ้านและกระจกสั่น รบกวนและสร้างความเดือดร้อนแก่ผู้อาศัยบริเวณนี้เป็นอย่างมากทั้งจิตใจและร่างกาย

โดยเรื่องนี้ดิฉันและผู้อยู่อาศัยละแวกนี้ร้องเรียนต่อเนื่องกับเขตบางขุนเทียนมาเป็นเวลากว่า5ปีแล้ว แต่เขตไม่เคยจัดการขั้นเด็ดขาดกับตลาดดังกล่าวเลย

2.รูปขอแนบเป็นหลักฐานการจัดตั้งคอนเสิร์ตที่ทางตลาดโฆษณาจริง

3.ตำแหน่ง ตลาดบางกระดี่ เฮียชุ้น อยู่เลยซอยบางกระดี่16 ไปประมาณ100เมตร อยู่ริมถนน

4.รับการแจ้งเตือนความคืบหน้า",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/357f97bc5defdb63eb3da668c8aec15063605e4a.jpg,,"100.40153,13.61883",108 ถ. บางกระดี่ แขวง แสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,2022-06-25 13:57:00.425531+00,เสร็จสิ้น,1.0,0,2022-06-28 07:52:47.260733+00
2022-8YP4LH,{},"กลุ่มงานระบายน้ำ ฝ่ายโยธา@ห้วยขวาง,เขตห้วยขวาง,ผอ.เขตห้วยขวาง (นายไพฑูรย์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ป้ายซอยจะล้ม,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/f1acf19ba23952cd1a5cbfd9c29d2693db31ce7d.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/ca08dd99d1f9f2fdeb065d07a13f6ccad6217353.jpg,"100.58330,13.79674",789/3 ซอย ลาดพร้าว 48 แยก 8-8 แขวง สามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,สามเสนนอก,ห้วยขวาง,กรุงเทพมหานคร,2022-08-09 01:15:28.323384+00,เสร็จสิ้น,5.0,0,2022-08-09 03:35:37.609424+00
2024-EEDZ4E,{ความสะอาด},"เขตพระนคร,ฝ่ายรักษาความสะอาดฯ เขตพระนคร",หน้า รร เบญจมรกมากค่ะทุกวันเลยทำไมไม่มีพนักงานมาทำควาทสะอาดเห็นแค่ฝั่งริมกำแพงวีัดที่มีพี่ ก.ท.ม.เดินกวาด ทำไมถึงไม่เดินมากวาดอีกฝั่งนึง ตอน นี้ เลิกเรียนขยะปลิวมาเยอะมากค่ะ บางวันเห็นขยะเป็นกองๆ บางวันเยอะจนน่าเกลียดเลย ปกติเห็นสะอาดกว่านี้มาจอดรถแถวนี้ทุกวัน,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-10/59c28e334fda0db446897624f8d9860e243677c7.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-10/6cb261bba1e370bc2708627aabe8d747.png,"100.50210,13.75108",126 ถนน ศิริพงษ์ แขวงสำราญราษฎร์ เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย,สำราญราษฎร์,พระนคร,กรุงเทพมหานคร,2024-10-03 10:22:10.538663+00,เสร็จสิ้น,,0,2024-10-07 15:44:15.674553+00
2022-HB8NVL,"{สะพาน,ถนน}","ปัญหาที่ต้องแก้เชิงนโยบาย,เขตคันนายาว,สน.คันนายาว,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 2 (บก.น.2)","สวัสดีครับ
ต้องการเสนอแนะการจัดการจราจรและแก้ไขปัญหาการจราจรบริเวณแยกรามอินทรา กม.8และถนนคู้บอนครับ
1. ห้ามรถตรงผ่านแยก กม.8 ตัดถนนคู้บอน ให้เลี้ยวซ้ายได้เท่านั้น ส่วนรถที่มาจากถนนรามอินทราขาออกที่ต้องการตรงข้ามแยก กม.8 ขึ้นสะพานอย่างเดียว ส่วนรถที่ต้องการเลี้ยวขวาไปถนนนวมินทร์ให้ตรงขึ้นสะพานข้ามแยกและไปกลับรถที่หน้าแฟชั่นไอส์แลนด์
2. ห้ามรถที่ออกจากถนนคู้บอนเลี้ยวขวาเข้ารามอินทราขาเข้า โดยให้เลี้ยวซ้ายแล้วไปกลับรถที่จุดกลับรถบริเวณแยก กม.8 ตัดนวมินทร์แทน
3. ห้ามรถที่มาจากรพ.สินแพทย์ตรงผ่านแยก กม.8 ตัดนวมินทร์ ให้ตรงขึ้นสะพานเท่านั้นหรือไปกลับรถที่ถนนนวมินทร์เพื่อเลี้ยวซ้ายเข้ารามอินทราและถนนคู้บอน (อาจพิจารณาขยายผิวถนนบริเวณจุดกลับรถเพื่อให้กลับรถได้รวดเร็วและสะดวกยิ่งขึ้น)
4. รถที่มาจากถนนนวมินทร์เลี้ยวขวาเข้ารามอินทราขาออกและเลี้ยวซ้ายเพื่อไปรามอินทราขาเข้าและถนนคู้บอนได้ตามปกติ
สิ่งที่คาดว่าจะได้รับจากการจัดการจราจรดังกล่าว
- ลดปัญหาการจราจรติดขัดสะสมจากรถที่ออกจากถนนคู้บอนและต้องการเลี้ยวขวาเข้าถนนรามอินทรา
- ลดปัญหาการจราจรติดขัดสะสมจากรถที่มาจากรพ.สินแพทย์และถนนนวมินทร์แล้วต้องการเลี้ยวขวาเข้าถนนคู้บอน
- ลดปัญหาการจราจรติดขัดสะสมจากรถที่มาจากรามอินทราขาออกและต้องการเลี้ยวซ้ายเข้าถนนคู้บอนหรือเลี้ยวขวาเข้าถนนนวมินทร์
- การจราจรคล่องตัวบริเวณแยก กม.8 ตัดคู้บอนและนวมินทร์
หมายเหตุ
บริเวณแยก กม.8 ตัดคู้บอนและนวมินทร์มีลักษณะพิเศษที่มีจุดกลับรถเหมาะสมกับการจัดการจราจรดังกล่าว ทั้งนี้ผู้ที่ได้รับผลกระทบมีจำนวนน้อยกว่าผู้ที่ได้รับประโยชน์จากการจัดการจราจรดังกล่าวมาก โดยสามารถพิจารณาจากปริมาณรถที่มุ่งหน้าในทิศทางต่างๆและการตัดขัดสะสมของรถในแต่ละทิศทาง",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/235f89ee7c4607ba5ff7becf03c8564152e4bb46.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-01/1705648790839.jpeg,"100.66235,13.83866",39/22 ซ. 39 ถนน รามอินทรา แขวง รามอินทรา เขตคันนายาว กรุงเทพมหานคร 10230 ประเทศไทย,รามอินทรา,คันนายาว,กรุงเทพมหานคร,2022-06-17 13:50:54.82385+00,เสร็จสิ้น,,0,2024-01-19 07:19:52.032551+00
