ticket_id,std_type,type,type_list,organization,comment,comment_length,photo,photo_after,lng,lat,subdistrict,district,province,province_clean,timestamp,last_activity,state,star,count_reopen,year
K6RG99,lighting,"{แสงสว่าง,ถนน}","['แสงสว่าง', 'ถนน']","เขตยานนาวา,สำนักการโยธา กทม.,ฝ่ายโยธา เขตยานนาวา,ศูนย์เครื่องมือกล ส่วนก่อสร้างและบูรณะ 1 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)","ปัญหา: ภายในซอยดังกล่าว พบดวงไฟฟ้าส่องสว่างทางดับชำรุด จำนวน 1 ดวง (เสาไฟเลขที่ ว13) ดับมาประมาณ 3 สัปดาห์แล้ว ทำให้บริเวณดังกล่าวมืดมาก
ซอย: สาธุประดิษฐ์ 23
ถนน: สาธุประดิษฐ์ 
จุดสังเกต: เข้าซอยดังกล่าวจะพบทางบังคับเลี้ยวขวา จากนั้นพบ 3 แยก เสาไฟที่ดับอยู่บริเวณ 3 แยก
เขต: ยานนาวา
#1555",289,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-03/1710750403259.jpeg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-08/b921490b3df411094cc1b072b03f1543.jpg,100.53302,13.69772,ช่องนนทรี,ยานนาวา,จังหวัดกรุงเทพมหานคร,กรุงเทพมหานคร,2024-03-18 08:26:45.717385+00:00,2024-08-20 02:00:06.317476+00:00,เสร็จสิ้น,,0,2024
2024-4NC9M8,unknown,{},['unknown'],"เขตพระนคร,การไฟฟ้านครหลวง เขตวัดเลียบ,การไฟฟ้านครหลวง MEA",การไฟฟ้าติดมิเตอร์ไฟต่ำไป ทำให้หัวคนชน ควรปรับให้สูงขึ้น,56,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-11/8e8d79f299041d9045a68e37988fad1a74078005.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-12/dfdfcd305bdbb354a8854d0d82234a2b.png,100.49991,13.74666,วังบูรพาภิรมย์,พระนคร,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-11-24 06:44:16.735965+00:00,2024-12-01 07:00:14.918713+00:00,เสร็จสิ้น,,0,2024
2024-KQZHX9,road,{ทางเท้า},['ทางเท้า'],"เขตยานนาวา,ฝ่ายเทศกิจ เขตยานนาวา",จักรยานยนต์ขับขี่บนทางเท้า ฝั่งซอยสาธุประดิษฐ์44ทุกวัน ใช้ความเร็วสูง ไม่มีเจ้าหน้าที่มาจัดการ,94,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-06/3b74704e599b8edcf689560cfbb5f75d82a0715c.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-06/48dc349e0bd43959acdbbe59cf881058.png,100.53373,13.68912,ช่องนนทรี,ยานนาวา,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-06-21 06:13:33.434047+00:00,2024-06-24 08:24:24.558771+00:00,เสร็จสิ้น,1.0,0,2024
2024-GDCRBT,road,"{ถนน,น้ำท่วม}","['ถนน', 'น้ำท่วม']","เขตคลองสามวา,ฝ่ายโยธา เขตคลองสามวา",ถนนในซอยเป็นหลุมลึก เวลาน้ำท่วมขัง มองไม่เห็นหลุม,49,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-06/8d87333358269f56a6297570e2fd3844b7556c25.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-06/dc446097a860ab01f351416bac04f902.png,100.69831,13.85272,บางชัน,คลองสามวา,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-06-17 04:00:12.992600+00:00,2024-06-24 23:00:38.361603+00:00,เสร็จสิ้น,5.0,0,2024
2024-D74XPQ,road,{ป้าย},['ป้าย'],"เขตวัฒนา,ฝ่ายโยธา เขตวัฒนา","ขอป้ายซ.ต่อศักดิ์คืนด้วยค่ะ
เมื่อไหร่จะมาทำคะ โทรตามเขตวัฒนาเเล้ว จนท.รับเรื่องเเต่บอกไม่รู้เรื่องไหร่  ต้องรอรวบรวมเสาหักให้ได้จำนวนถึงจะซ่อมได้ เอิ่ม...แปลว่าอะไรคะ

รถชนป้ายซอยตั้งเเต่เดือน6
พอไม่มีเสาซอย

 หลังจากนั้นรถซอยเลี้ยวชนขอบปูนที่ร้านตลอด นี่ซ่อมมา3 รอบเเล้ว ถ้าไม่มีขอบคือทะลุเข้ามาเเล้วนะคะ",305,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-08/91912e65578827586025539cad8e877b4eaf6c2d.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-10/14fd34b25fa4d8781010b87ae85c5e69.jpg,100.57893,13.73439,คลองตันเหนือ,วัฒนา,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-08-10 06:42:28.862575+00:00,2024-10-21 07:28:34.113336+00:00,เสร็จสิ้น,5.0,0,2024
2025-BDQ87Y,noise,"{ร้องเรียน,ต้นไม้,ความปลอดภัย}","['ร้องเรียน', 'ต้นไม้', 'ความปลอดภัย']",เขตราชเทวี,ต้นไม้บริเวณดังกล่าวช่วงโคนต้นไม้มันแห้งเหมือนต้นไม้มันตายแล้วแห้งเหมือนจะล้มลงมาเกรงว่าจะเกิดอันตรายต่อผู้สัญจรอยากให้ช่วยมาตรวจสอบแก้ไขจุดสังเกตบริเวณใกล้ปากซอยราชวิถีซอย 7,174,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-01/38fd10a622032fd235d00082d54f610916390528.jpg,,100.53975,13.76426,ถนนพญาไท,ราชเทวี,กรุงเทพมหานคร,กรุงเทพมหานคร,2025-01-16 02:52:33.878797+00:00,2025-01-16 02:52:38.173640+00:00,รอรับเรื่อง,,0,2025
,lighting,{แสงสว่าง},['แสงสว่าง'],"สำนักการโยธา กทม.,กรุงเทพโปร่งใส,ศูนย์เครื่องมือกล ส่วนก่อสร้างและบูรณะ 1 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)",,0,https://storage.googleapis.com/traffy_public_bucket/TeamChadChart/corruption_photo2.png,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-08/8e26a5521be2b35e96e5534191b02484.jpg,100.84962,13.82989,โคกแฝด,หนองจอก,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-01-27 13:32:33.194079+00:00,2024-08-21 01:15:29.148425+00:00,เสร็จสิ้น,,0,2024
2024-92L7EM,road,{ทางเท้า},['ทางเท้า'],"เขตยานนาวา,สน.บางโพงพาง,ฝ่ายเทศกิจ เขตยานนาวา,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 5 (บก.น.5)","มีรถทัวร์จอดริมถนน (ฟุตบาท ขาวแเดง) ทุกวันิจำนวน3-4คันใหญ่ ใกล้ทางเข้า ที่จอดรถของพนักงานบริษัท ฟู้ดโปรเจ็ค (สยาม) “ซึ่งการจอดทำให้บดบังทางเข้า และทำให้รถสัญจรลำบากมาก” เนื่องจากจอดตั้งแต่ ก่อน6โมงเช้า และจอดยาวต่อเนื่องถึงประมาณ 13.00 น. ในทุกๆวัน

ในระหว่างการจอดรถ พนักงานขับรถทัวร์ มีการประกอบอาหารและอาบน้ำ หรือประกอบกิจกรรมอื่นๆบนฟุตบาท",342,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-01/2dcd7b6953494c954a6bf79a3c3e06a43d6a6369.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-01/1706083483846.jpeg,100.54234,13.68303,ช่องนนทรี,ยานนาวา,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-01-24 03:08:35.053118+00:00,2024-01-24 16:51:03.114208+00:00,เสร็จสิ้น,,0,2024
2024-H48248,safety,{ความปลอดภัย},['ความปลอดภัย'],"เขตธนบุรี,ฝ่ายโยธา เขตธนบุรี",รั้วที่กั้นพัง กลัวจะเกิดอันตรายค่ะ คน เด็กเล็กเดินผ่านไปมาทุกวัน รบกวนเข้าดำเนินการแก้ไข,89,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-12/7c2ab2f7ae35e43c4a971d9c44016c4f50f4eb53.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-01/763fcbf95fc497d5ecf97ec362438132.png,100.48057,13.70824,ดาวคะนอง,ธนบุรี,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-12-27 12:17:26.311254+00:00,2025-01-02 06:32:06.894571+00:00,เสร็จสิ้น,5.0,0,2024
2024-HTZNBH,road,{กีดขวาง},['กีดขวาง'],"เขตสาทร,ฝ่ายเทศกิจ เขตสาทร",ร้านค้าตั้งของขวางทางเท้า,25,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-03/c5d157b8d47984aa9a03ec59e34f6dad3393089f.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-03/244dd5777be9eac74ca782b7acc37667.png,100.53815,13.72004,ทุ่งมหาเมฆ,สาทร,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-03-19 10:35:04.451144+00:00,2024-03-20 15:39:29.524140+00:00,เสร็จสิ้น,,0,2024
2025-LEE93R,noise,{เสียงรบกวน},['เสียงรบกวน'],"เขตสาทร,สน.วัดพระยาไกร,ฝ่ายเทศกิจ เขตสาทร,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 5 (บก.น.5)",ชมที่เจ้าหน้ามา แต่ไปได้ไม่นาน ก้อมานั่งกันใหม่ คุยกันเสียงดัง บางทีทะเลาะกัน และดูดบุหรี่ ทิ้งเกลื่อนกลาดเหมือนเดิม เบิ้ลเครื่องมอเตอร์ไซค์เหมือนเดิม ยิ่งดึกคนยิ่งเยอะ,168,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-01/cfcb6ab776a7d0338e1324208d4e76356a8af15f.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-01/29ee2b23d10e78a639e872e4908ddd32.png,100.52924,13.7042,ทุ่งวัดดอน,สาทร,กรุงเทพมหานคร,กรุงเทพมหานคร,2025-01-09 13:48:31.894897+00:00,2025-01-11 07:46:22.327932+00:00,เสร็จสิ้น,5.0,0,2025
2024-DD3RRV,road,{ทางเท้า},['ทางเท้า'],"เขตคลองเตย,ฝ่ายเทศกิจ เขตคลองเตย",ขายของบนทางเท้าในซอยสุขุมวิท 48 ไม่มีทางให้เดินแล้ว บนถนนก็ขาย,62,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-01/b2fb072e415300f7095b42c7500b4b1b9b74deee.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-01/1705150334739.jpeg,100.59506,13.71185,พระโขนง,คลองเตย,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-01-12 10:30:42.997257+00:00,2024-01-13 12:52:16.659922+00:00,เสร็จสิ้น,,0,2024
2024-LDEDLB,flood,{ท่อระบายน้ำ},['ท่อระบายน้ำ'],"เขตวัฒนา,ฝ่ายเทศกิจ เขตวัฒนา,ฝ่ายโยธา เขตวัฒนา,ฝ่ายสิ่งแวดล้อมฯ เขตวัฒนา",ทิ้งเศษอาหารลงท่อระบายน้ำ ทิ้งไขมันสัตว์ลงท่อระบายน้ำ,53,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-09/67c367f64090a6b215782642b130afa7f899355f.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-09/9e72ae8ced1e977c1e07dde965ec3c48.png,100.5898,13.74093,คลองตันเหนือ,วัฒนา,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-09-02 09:59:04.179912+00:00,2024-09-12 10:21:45.768919+00:00,เสร็จสิ้น,2.0,0,2024
2024-KHZMUC,unknown,{},['unknown'],"เขตคลองเตย,สน.ทองหล่อ,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 5 (บก.น.5)",แยกกล้วยน้ำไท หน้าร้านหมูกะทะ มีมอเตอร์ไซค์จอดทุกคืนทุกเวลา ไม่เคยโล่ง ขับรถลำบากมาก,84,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-07/3b058b4ce45398c08dbf98e01be2e38fc045c510.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-07/3b5187b1b0f9eebd90145ba78f830053.png,100.58383,13.71284,พระโขนง,คลองเตย,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-07-12 13:53:33.957199+00:00,2024-07-13 08:29:23.305981+00:00,เสร็จสิ้น,,0,2024
2024-LMPF78,unknown,{},['unknown'],"เขตป้อมปราบศัตรูพ่าย,บริษัท โทรคมนาคมแห่งชาติ จำกัด (มหาชน)",ตู้ชุมสายโทรศัพท์ไม่ได้ใช้แล้วฝากผู้รับผิดชอบดำเนินการลื้อออกด้วย,65,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-09/3d540565e92b268b2bd06576d282aea030a88098.jpg,,100.51238,13.74843,วัดเทพศิรินทร์,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-09-01 08:34:23.100534+00:00,2024-09-02 09:47:39.092839+00:00,กำลังดำเนินการ,,0,2024
LF7V8W,road,"{ถนน,เสียงรบกวน}","['ถนน', 'เสียงรบกวน']","เขตคลองสาน,ฝ่ายเทศกิจ เขตคลองสาน,ฝ่ายสิ่งแวดล้อมฯ เขตคลองสาน","บ้านเลขที่ 63 ซอยเจริญนคร 45 ถนนเจริญนคร เขตคลองสาน
ภายในบ้านหลังดังกล่าว มีการเปิดเพลงเสียงดัง ตั้งแต่เวลา 08.00 น. รบกวนเพื่อนบ้าน ผู้ร้องต้องการให้ลดเสียงลง ขอให้เจ้าหน้าที่เข้าดำเนินการตรวจสอบและแก้ไข
#1555 #citydata",221,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-10/93040606fa712058d39ae4813c9169fc.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-10/655c743c05270465c3e284241b66c3b8.jpg,100.49985,13.71068,บางลำภูล่าง,คลองสาน,จังหวัดกรุงเทพมหานคร,กรุงเทพมหานคร,2024-10-06 03:55:01.774828+00:00,2024-10-21 04:35:27.682140+00:00,เสร็จสิ้น,,0,2024
EYJXAZ,road,"{ถนน,สะพาน,แสงสว่าง}","['ถนน', 'สะพาน', 'แสงสว่าง']","เขตพระนคร,สำนักการโยธา กทม.,ศูนย์เครื่องมือกล ส่วนก่อสร้างและบูรณะ 2 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.),Bangkok Smart Lighting (สำนักการโยธา กทม.)","ปัญหา: บริเวณโป๊ะท่าเรือใกล้กับอาคารยอดพิมาย ต้องการให้ติดตั้งไฟส่องสว่าง (หลอดไฟ LED รวงผึ้งสีขาวนวล) เพื่อรองรับการจัดงานในช่วงปีใหม่ ให้มีความสว่างไสวในตอนกลางคืน 
ถนน: สะพานพุทธ 
เขต: พระนคร
#1555",201,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-11/6f7c361a0d1cd032e139a6d8abb1b76a.jpg,,100.49586,13.74059,วังบูรพาภิรมย์,พระนคร,จังหวัดกรุงเทพมหานคร,กรุงเทพมหานคร,2024-11-17 14:20:44.198004+00:00,2024-11-18 15:39:05.911979+00:00,กำลังดำเนินการ,,0,2024
2024-P2RK9N,road,{ถนน},['ถนน'],"เขตจอมทอง,สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส. กทม.),สำนักงานวิศวกรรมจราจร สวจ.สจส. กทม.,กลุ่มงานเครื่องหมายจราจร 3 สวจ.สจส. กทม.",ทางข้ามม้าลาย...สีจางหายไม่ชัดเจน..ขอบพระคุณครับ❤️❤️🌻🌹,54,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-12/f8968bfd7693a8125be110fd8bcf0beec64f2b67.jpg,,100.47055,13.71103,บางค้อ,จอมทอง,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-12-30 04:09:51.673928+00:00,2025-01-01 07:34:10.976889+00:00,กำลังดำเนินการ,,0,2024
2024-8M8WGL,road,"{ทางเท้า,ป้าย}","['ทางเท้า', 'ป้าย']","เขตบางกอกใหญ่,ฝ่ายเทศกิจ เขตบางกอกใหญ่","จักรยานยนต์ไม่ติดแผ่นป้ายทะเบียน วิ่งบนทางเท้า ทำให้ควันรถและไอน้ำมันเข้าบ้าน
เสนอทางแก้ไข ขอให้เจ้าหน้าที่ๆมีหน้าที่รับผิดชอบ ลงพื้นที่ซุ่มจับผู้กระทำผิด โดยเฉพาะเวลา ช่วงเย็น(18:00น.) ครับ ถ้าเป็นไปได้เอาซุ้มของเทศกิจมาตั้งเพื่อป้องปรามจะดีเลยครับ",249,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-11/9cfff5e6eeaa3df253777ac3f2998c671741f41c.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-12/b7503441f42a76c3fa58cd6edc9b2ecf.png,100.47084,13.74028,วัดท่าพระ,บางกอกใหญ่,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-11-27 11:16:44.681279+00:00,2024-12-01 13:43:44.696862+00:00,เสร็จสิ้น,,0,2024
2024-MFXKE7,road,{ถนน},['ถนน'],"เขตลาดพร้าว,สำนักการโยธา กทม.,ฝ่ายโยธา เขตลาดพร้าว,ศูนย์ก่อสร้างและบูรณะถนน 1 ส่วนก่อสร้างและบูรณะ 1 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)",ซอยเสนา ทำการปรับฟุตบาธสวยงามน่าเดิน แต่ทำไมไม่ซ่อมถนนด้านข้างให้เสร็จเป็นหลุมเป็น เป็นบ่อ ตลอดแนว,98,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-10/b1e9652f53e59bc21db341f3972273bc00cd6751.jpg,,100.60105,13.82901,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-10-28 02:31:38.849325+00:00,2024-11-08 04:51:33.395179+00:00,กำลังดำเนินการ,,0,2024
2024-FECRYD,road,{ทางเท้า},['ทางเท้า'],"เขตบางกอกน้อย,สำนักการโยธา กทม.",ทางเดินพังค่ะซ่อมด้วยค่ะ,24,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-02/3b562db1c43fb56603550f03d28d3542798a6e18.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-02/1708474328751.jpeg,100.46912,13.75693,บางขุนศรี,บางกอกน้อย,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-02-20 04:30:34.709137+00:00,2024-02-21 05:34:06.305701+00:00,เสร็จสิ้น,,0,2024
